type,author,content,ip,time
3068,PUSH,icehorng,極牛蟹,,06/07 12:32
3069,PUSH,zhixuan1106,2211買太少了QQ,,06/07 12:32
3070,ARROW,fg008kimo,燒垃圾怎麼偷V  我還沒撿夠勒,,06/07 12:32
3071,PUSH,a052612565,今天漲停的真多,,06/07 12:32
3072,PUSH,lk1824,燒垃圾誰偷買啊 漲好多,,06/07 12:32
3073,PUSH,jubihu,盤後有大奶可以看了,,06/07 12:32
3074,PUSH,pypy93264,超級amd賺爛,,06/07 12:33
3075,BOO,YesNoter,航空跑完了 3根綠囉,,06/07 12:33
3076,PUSH,DAPHNEWAN,燒垃圾之前綠有撿零股，開心~,,06/07 12:33
3077,PUSH,b23058179,燒垃圾讚啦,,06/07 12:33
3078,BOO,surferblue,鳳凰跟肉鬆也可以空牙 很好空,,06/07 12:33
3079,ARROW,addy7533967,空八蛙哪時候要收假返營,,06/07 12:33
3080,PUSH,loopdiuretic,燒垃圾 戴眼鏡,,06/07 12:33
3081,BOO,xiaoyao,早盤很大聲的 飛機仔 都消失了,,06/07 12:33
3082,ARROW,bear31223,緯創的8萬張融資繼續融資拉上去才能自救了,,06/07 12:33
3083,PUSH,czg,因為我們傻多只要不賣不算虧，空軍不是,,06/07 12:34
3084,PUSH,arcticocean,長榮大戶佈局，繼續等,,06/07 12:34
3085,PUSH,misthide,有人一直執著於藍燈耶 股市本來就會提早反應,,06/07 12:34
3086,PUSH,fg008kimo,小護士又是哪間 聽起色色DER,,06/07 12:34
3087,PUSH,roe7600123,閒聊急了呀,,06/07 12:34
3088,PUSH,masalovelove,燒垃圾那天綠k沒撿到QQ,,06/07 12:34
3089,PUSH,Imgoodjob,燒垃圾燒起來,,06/07 12:34
3090,ARROW,warren1024,小小兵是什麼,,06/07 12:34
3091,PUSH,f204137,長榮鋼今天法說啊... 有人在造勢,,06/07 12:34
3092,PUSH,windblood,起乩慢慢回90了,,06/07 12:34
3093,PUSH,game36919,日經繼續空,,06/07 12:34
3094,PUSH,nwt,開發乙特持續破底,,06/07 12:34
3095,PUSH,frankie30432,2211就真 長榮股利概念股,,06/07 12:35
3096,BOO,fakelie,rz今天貼個超級大奶ㄅ,,06/07 12:35
3097,PUSH,cityfish,燒垃圾還沒撿滿一張就上去了,,06/07 12:35
3098,PUSH,gift1314520,8萬張讓我們繼續看會不會…,,06/07 12:35
3099,PUSH,bearss,燒垃圾是因為等一下法說的內容提早曝光了嗎,,06/07 12:35
3100,PUSH,akiras,燒垃圾..那一根下去還有加碼到..讚讚,,06/07 12:35
3101,ARROW,a79111010,後面開始拉G盤了嗎,,06/07 12:35
3102,PUSH,fujioqq,爽惹 緯創期或下來了,,06/07 12:35
3103,BOO,call5566me,賣達特好爛喔,,06/07 12:35
3104,PUSH,androider,我還在板上看到有人說為什麼不等降息再買股票,,06/07 12:35
3105,PUSH,EvilJustice,金管會怎麼沒出來喊 「注意基本面股市過熱」,,06/07 12:35
3106,ARROW,frankie30432,漲很慢 我才賺10%快睡著,,06/07 12:35
3107,PUSH,addy7533967,佩豬大的反1好像有機會跟開挖乙特無痛交換(?,,06/07 12:36
3108,ARROW,omanorboyo,哇靠 漲到空軍哭出來,,06/07 12:36
3109,ARROW,DAEVA,我要看到血流成河,,06/07 12:36
3110,PUSH,nicexd,好扯，高力要去哪qq,,06/07 12:36
3111,PUSH,gtaped05550,飛機沒有每天過年的 該下來還是得下來盤,,06/07 12:36
3112,PUSH,loveponpon,今天又要多一群財富自由的人了,,06/07 12:36
3113,PUSH,warren1024,眼鏡90！,,06/07 12:36
3114,ARROW,blue1204,資服最近都很爛R,,06/07 12:36
3115,PUSH,pypy93264,1609怎麼不上去了 掛漲停出欸,,06/07 12:37
3116,PUSH,DDDDRR,雄獅怎麼這樣==,,06/07 12:37
3117,PUSH,fakelie,love你屌虐龍哥ㄌ 龍哥耳光啪啪響,,06/07 12:37
3118,ARROW,call5566me,推文好好笑  每次漲上去都有人說沒買夠,,06/07 12:37
3119,PUSH,springman,這禮拜前兩天績效領先很多，今天幾乎被逆轉。,,06/07 12:37
3120,PUSH,ajkofqq,GG收570以下算我空手蛙大獲全勝好嗎,,06/07 12:37
3121,PUSH,j6569642,光寶科太扯,,06/07 12:37
3122,PUSH,addy7533967,不知為啥乙特還能崩就是惹，沒股利應該早就要反,,06/07 12:37
3123,ARROW,addy7533967,應了吧,,06/07 12:37
3124,PUSH,mingloveshan,空軍不是很邱再邱啊,,06/07 12:37
3125,PUSH,loopdiuretic,十年線快遞怎麼突然動了,,06/07 12:37
3126,ARROW,blue1204,要回檔了嗎,,06/07 12:38
3127,PUSH,ASDF41514,眼鏡行中午小出一張去睡覺 睡醒怎麼大充血...,,06/07 12:38
3128,ARROW,call5566me,關關就雄獅最費,,06/07 12:38
3129,PUSH,f204137,眼鏡行一直噴... 眼科的夢 畫大一點啊,,06/07 12:38
3130,PUSH,Buddy,緯創若收在這 明天10日線大概就68.6 一堆人覺得有撐,,06/07 12:38
3131,ARROW,warren1024,眼鏡要不要燈一下,,06/07 12:38
3132,PUSH,bearss,燒垃圾放了兩年....除了股利就等這波了....,,06/07 12:39
3133,PUSH,baseken,99西瓜,,06/07 12:39
3134,ARROW,f204137,高殖利率+美債回升+眼科大夢  = 估值持續上修...XD,,06/07 12:39
3135,ARROW,WEYNI,阿兵 下來讓我明天玩一下…QQ,,06/07 12:39
3136,ARROW,Kobe5210,6112不是某個專講精品股的投顧有在推，要注意時間,,06/07 12:39
3137,ARROW,baseken,Amd 3033可以噴嗎,,06/07 12:39
3138,ARROW,jc761128,眼鏡行= = 營收這麼延遲反映喔XDDD,,06/07 12:39
3139,ARROW,Kobe5210,差了,,06/07 12:39
3140,PUSH,bigbag222,面板又在原地抽插 唉,,06/07 12:39
3141,ARROW,laechan,聽說丁丁昨天尾盤買進先進光,,06/07 12:39
3142,ARROW,blue1204,尾盤再來撿菸頭,,06/07 12:39
3143,PUSH,empirica,00757創歷史新高價！尖牙繼續上阿！,,06/07 12:39
3144,PUSH,clamperni,又在賣我的股票,,06/07 12:39
3145,PUSH,akiras,機車..眼鏡沒跟到..按..等不到回測...,,06/07 12:40
3146,PUSH,arcticocean,當電子航空股開跌時，資金會跑去哪了，還有什麼沒漲,,06/07 12:40
3147,PUSH,a052612565,1245再噴一次惹嗎,,06/07 12:40
3148,PUSH,learnbao,機場一堆人 是牛極蟹團嗎,,06/07 12:40
3149,ARROW,jc761128,眼鏡資金調度 賣飛啦 目送 FJ還是有料!,,06/07 12:40
3150,PUSH,hong92,2743，拼漲停？,,06/07 12:40
3151,BOO,homoho,6695芯鼎。我這幾天有一再強調。,,06/07 12:40
3152,ARROW,iucj2457,單月營收創同期新高及累計營收再創歷史新高,,06/07 12:41
3153,PUSH,loveponpon,但我正二賣光光少賺很多很多錢錢,,06/07 12:41
3154,PUSH,forever19735,觀光是不是這波漲最兇的,,06/07 12:41
3155,ARROW,arcticocean,是貨櫃!貨櫃盤了一個多月了，咕嚕咕嚕,,06/07 12:41
3156,PUSH,beatles12,6532最近反應營收 有沒機會爆量往上看看?,,06/07 12:41
3157,PUSH,wow777,謝謝fj回覆,,06/07 12:41
3158,ARROW,sdhpipt,我的新光金乙特賠慘了,,06/07 12:41
3159,PUSH,jakewu1217,緯創買在76的自己舉手,,06/07 12:41
3160,PUSH,a633599,長榮鋼 明天會更噴......,,06/07 12:41
3161,ARROW,O10lOl01O,肉鬆定竿125了 開局沖賣空軍要被嘎死了,,06/07 12:41
3162,ARROW,allgood123,我刪APP,,06/07 12:41
3163,PUSH,bleach06bb,99 JPP,,06/07 12:42
3164,BOO,YesNoter,6695也偷看答案？,,06/07 12:42
3165,PUSH,SaiWan,開盤小撿5張 2211,,06/07 12:42
3166,ARROW,elite31307,特跌股還有人買喔,,06/07 12:42
3167,PUSH,addy7533967,西瓜乙特跟開挖乙特-.-,,06/07 12:42
3168,PUSH,skycfa0912,阿姨高潮 搖到你繳械 繼續搖=.=,,06/07 12:43
3169,ARROW,WEYNI,看到正價差 又好想起飛….QQ,,06/07 12:43
3170,PUSH,f204137,眼科的夢 有大學光在比價 一季賺3元 股價400元呢...,,06/07 12:43
3171,PUSH,fujioqq,不知道 但是看起來不向航運,,06/07 12:44
3172,ARROW,melonQ,https://i.imgur.com/feSz0HL.png,,06/07 12:44
3173,PUSH,loveponpon,第一次看到存股變飆股 肉鬆真棒,,06/07 12:44
3174,PUSH,smbtomas,穩套讓你死XD,,06/07 12:44
3175,BOO,oplk,應該很多人跟我一樣等一波回落  觀察00927的抗摔能,,06/07 12:44
3176,PUSH,e44444,眼鏡行真舒服啊,,06/07 12:44
3177,ARROW,f204137,一季賺1.96元 蹲久一點吧,,06/07 12:44
3178,ARROW,melonQ,為什麼何潤東會噴上去？兩天了？,,06/07 12:45
3179,ARROW,oplk,力  畢竟在離大盤左邊山頂不到兩千點時發行  覺得還,,06/07 12:45
3180,BOO,ck326,拉G掩護出貨，老招了,,06/07 12:45
3181,ARROW,oplk,行的話買進去當個長線王者應該沒問題八,,06/07 12:45
3182,PUSH,guitarotaku,99緯創！99緯創！大暴跌～～塊陶鴨～,,06/07 12:45
3183,ARROW,elite31307,緯創要等鋁繩賣出才會V,,06/07 12:45
3184,PUSH,Tedge,每次都沒買夠 那為什麼不一次買足呢XD,,06/07 12:46
3185,PUSH,R9993,燒垃圾哪檔？,,06/07 12:46
3186,PUSH,pypy93264,因為沒錢(O,,06/07 12:46
3187,PUSH,house911,肉鬆好狂,,06/07 12:46
3188,PUSH,chalon,3005回測10日 有點誘人...等月線看看好了...,,06/07 12:47
3189,ARROW,melonQ,燒垃圾=長榮鋼,,06/07 12:47
3190,PUSH,richardc277,火化資產,,06/07 12:47
3191,PUSH,f204137,就在等網紅拿看板比較啊...比別人早卡位 輕鬆看戲,,06/07 12:47
3192,ARROW,tctv2002,穩套開套,,06/07 12:47
3193,PUSH,riverkid20,請問小護士是哪家公司,,06/07 12:47
3194,PUSH,okstephen1,何潤東跑去搞電阿,,06/07 12:48
3195,ARROW,WEYNI,不要在正價差勾引我了 手又開始癢了,,06/07 12:48
3196,ARROW,pypy93264,小護士=東洋 別再問了=_=,,06/07 12:48
3197,PUSH,osaka3131,大亞太猛了,,06/07 12:48
3198,PUSH,tio2catalyst,"燒垃圾凱基越賣越少,快出完了,珍惜",,06/07 12:48
3199,PUSH,loveponpon,小丑吧 那是他的人設,,06/07 12:48
3200,ARROW,pypy93264,大亞直接亮燈！,,06/07 12:48
3201,PUSH,winxp999,阿姨濕了？！,,06/07 12:48
3202,PUSH,a70327cow,開花乙特慘賠+1,,06/07 12:49
3203,ARROW,loveponpon,人設做得好 粉絲不會少,,06/07 12:49
3204,ARROW,pypy93264,尾盤499連發 有夠惡意XDD,,06/07 12:49
3205,PUSH,gtaped05550,要換西瓜噴了吧,,06/07 12:49
3206,PUSH,f204137,乙特7.1以下開始撿... 怎麼會慘賠 XD,,06/07 12:49
3207,PUSH,house911,大亞燈  隔日沖主力好兇,,06/07 12:49
3208,PUSH,jerry921,一直連嘎 等萬八散戶就回來了,,06/07 12:49
3209,PUSH,ken2508g,大亞噴爛,,06/07 12:49
3210,BOO,tom1234203,看大亞漲多跑去買華新結果大亞漲停華新跌 GG,,06/07 12:49
3211,PUSH,shunhahahaha,大亞直接鎖上去 好猛,,06/07 12:49
3212,ARROW,Currer,大亞燈燈,,06/07 12:50
3213,ARROW,goodjop,16900了 是不是,,06/07 12:50
3214,PUSH,romenticpoet,尾盤啦 大家今天都有賺到錢錢了嗎？ @v@b,,06/07 12:50
3215,PUSH,s90154aa,散戶還是沒進場 笑鼠,,06/07 12:50
3216,PUSH,addy7533967,新品種蛙...是不是乙特蛙,,06/07 12:50
3217,ARROW,goodjop,全線噴出,,06/07 12:50
3218,PUSH,YU1225,剛吃完日式咖喱 好飽呢,,06/07 12:50
3219,PUSH,summer7983,大亞太舒服了吧,,06/07 12:50
3220,ARROW,house911,重電股今天大亞好狂,,06/07 12:50
3221,BOO,geniustu,哲哲今天會狂吹建碁，開盤即漲停,,06/07 12:51
3222,PUSH,Fedorov,最後一節 全力噴上萬七,,06/07 12:51
3223,PUSH,john00123,992402毅嘉,,06/07 12:51
3224,PUSH,jerry921,謝謝 晚餐吃夏慕尼慶祝,,06/07 12:51
3225,PUSH,ndd2,我買過頭了，減碼到槓桿170%，原本槓桿到195%，怕烙,,06/07 12:51
3226,ARROW,ndd2,賽,,06/07 12:51
3227,ARROW,romenticpoet,鴿 今天持股都沒什麼動 真的好慘啊,,06/07 12:51
3228,ARROW,goodjop,萬七 再等幾天,,06/07 12:51
3229,PUSH,s7133jeremy,1609燈！,,06/07 12:51
3230,ARROW,jerry921,兩萬時 請a33密我領雞排珍奶,,06/07 12:52
3231,PUSH,q22w,眼鏡好猛,,06/07 12:52
3232,ARROW,romenticpoet,https://i.imgur.com/BDugdzy.jpg,,06/07 12:52
3233,ARROW,goodjop,羅曼鴿的三洋咧？,,06/07 12:52
3234,PUSH,gift1314520,上萬七然後全民逃跑崩潰劇本有戲碼？,,06/07 12:53
3235,PUSH,arcticocean,仁寶GOGO~~,,06/07 12:53
3236,PUSH,ACMZLATAN,謝謝fj的眼鏡行跟燒垃圾~,,06/07 12:53
3237,PUSH,jubihu,照這個漲勢 明天沒甘蔗汁可以喝了,,06/07 12:53
3238,ARROW,gift1314520,羅曼哥一起住公園有的照應,,06/07 12:53
3239,PUSH,a70327cow,乙特7.15獲利才翻正 現在沒有像電子噴都是慘賠,,06/07 12:53
3240,PUSH,uevol123,燒垃圾衝啊,,06/07 12:53
3241,PUSH,kci151468,請問眼鏡行是哪隻？,,06/07 12:53
3242,ARROW,drwho,99亞力,,06/07 12:54
3243,PUSH,jerry921,還想空 要直奔萬八的列車,,06/07 12:54
3244,ARROW,jubihu,重電v起來~,,06/07 12:54
3245,ARROW,romenticpoet,在這 https://i.imgur.com/2JNbgQ9.jpg,,06/07 12:54
3246,PUSH,jefferyww,阿姨饒了我吧,,06/07 12:54
3247,PUSH,tzjjkonuj,寶島,,06/07 12:54
3248,PUSH,chachabo,微星一整個大輸技嘉,,06/07 12:55
3249,PUSH,Thomson1014,重電v起來,,06/07 12:55
3250,PUSH,madeinhere,感謝FJ,,06/07 12:55
3251,PUSH,a6435966,宏泰 紅旗又搖起來了嗎？,,06/07 12:55
3252,PUSH,cateyes,https://i.imgur.com/4Rwb5CW.jpg,,06/07 12:55
3253,ARROW,goodjop,羅曼鴿 被嘎了,,06/07 12:55
3254,ARROW,piece1,今天股債雙漲很好啊！,,06/07 12:55
3255,PUSH,pypy93264,眼鏡行=寶島科 小護士=東洋 燒垃圾=長榮鋼,,06/07 12:55
3256,ARROW,cateyes,便當加大,,06/07 12:55
3257,ARROW,piece1,只是看一堆妖股覺得漲1-2%沒什麼了！,,06/07 12:56
3258,PUSH,bleach06bb,康普偷噴,,06/07 12:56
3259,PUSH,sunbox,6016三個字 有夠可悲,,06/07 12:56
3260,PUSH,mathology,身為信徒跟單仔 眼鏡行也快30%了 感謝師傅,,06/07 12:56
3261,PUSH,Mbappe10,還有人做空嗎？  笑死,,06/07 12:57
3262,PUSH,ptorbflqru,請問fj 江宏捷是哪隻,,06/07 12:57
3263,PUSH,EHacker,日經一根針,,06/07 12:57
3264,PUSH,Kobe5210,好樂迪股價都破百了，全民財富倍增XD,,06/07 12:57
3265,PUSH,jerry921,不要加大了啦 趕快訂餐廳了,,06/07 12:57
3266,ARROW,vviiccttoorr,無腦多，很難嗎,,06/07 12:57
3267,PUSH,kobe30418,都要萬七了 聯電還沒解套,,06/07 12:57
3268,PUSH,romenticpoet,被嘎要小聲點 別被別人發現 不然會被笑喔 嘻嘻,,06/07 12:57
3269,PUSH,Uro2067,起乩了！,,06/07 12:57
3270,ARROW,romenticpoet,https://i.imgur.com/nc1Y40K.jpg,,06/07 12:57
3271,PUSH,icexfox,宏捷科,,06/07 12:57
3272,PUSH,pypy93264,"都打出兩個字""宏捷""了...",,06/07 12:57
3273,ARROW,drwho,快來尬車啦,,06/07 12:57
3274,ARROW,goodjop,你再忍幾天看看,,06/07 12:57
3275,PUSH,O10lOl01O,鳳凰掉到120了...,,06/07 12:57
3276,PUSH,gbman,看好下半年挑戰前高了!今年跌破眼鏡CC,,06/07 12:58
3277,PUSH,addy7533967,羅曼鴿怕被別人笑成羅曼蛙嗎-.-,,06/07 12:58
3278,PUSH,ndd2,龍哥有嘎到嗎？,,06/07 12:58
3279,ARROW,vviiccttoorr,坐等烏俄和談，衝破2萬,,06/07 12:58
3280,ARROW,sdhpipt,好樂迪能上百元實在不可思議 XD,,06/07 12:58
3281,ARROW,romenticpoet,https://i.imgur.com/AZM32Wb.png,,06/07 12:58
3282,PUSH,a28200266,龍哥不會還在放空吧,,06/07 12:58
3283,PUSH,aaccabc,趕快上車 主升段要來囉,,06/07 12:59
3284,PUSH,lepidoptera,一點準時嘎上天 還不跑..,,06/07 12:59
3285,PUSH,EvilJustice,金融雙雄再拉一下就萬七了，很難嗎,,06/07 12:59
3286,BOO,calqlus,ptt概念股還真多,,06/07 12:59
3287,ARROW,drwho,三隻羊,,06/07 12:59
3288,ARROW,sdhpipt,俄烏目前戰局 烏克蘭不可能坐下來談吧,,06/07 12:59
3289,ARROW,goodjop,我覺得跟羅曼鴿看k棒觀點有點類似,,06/07 12:59
3290,PUSH,kanhun,噴出,,06/07 12:59
3291,ARROW,ptrpan,大家加油~過一點只會下不會上了~,,06/07 12:59
3292,PUSH,iceman321,技嘉兇欸,,06/07 12:59
3293,PUSH,chachabo,救救AI微星,,06/07 13:00
3294,PUSH,ryusenming,遠銀默默上去,,06/07 13:00
3295,PUSH,weicang,今天大樹金跟宇宙邦死魚,,06/07 13:00
3296,PUSH,ndd2,換個名字變 「我才沒有嘎到」,,06/07 13:00
3297,PUSH,n37213721,空手的崩潰，連回檔都不給,,06/07 13:00
3298,ARROW,romenticpoet,https://i.imgur.com/UhjhugK.jpg,,06/07 13:00
3299,PUSH,obi963,開挖乙特人棄我取,,06/07 13:00
3300,PUSH,cool189,眼鏡行是哪支我忘了QQ,,06/07 13:00
3301,PUSH,YU1225,手有金融科技股 我就問 那天沒數錢？,,06/07 13:00
3302,ARROW,ndd2,大出貨日,,06/07 13:01
3303,PUSH,lepidoptera,16900過了,,06/07 13:01
3304,PUSH,forever19735,台通今天又要平盤了嗎,,06/07 13:01
3305,BOO,photoless,直接收最高 反正萬九會一堆人來抬轎,,06/07 13:01
3306,PUSH,tigerzz3,技嘉廣達真的尻爛,,06/07 13:01
3307,PUSH,pypy93264,眼鏡行=寶島科,,06/07 13:01
3308,PUSH,Kyushu1012,雄獅是不是營收不好被倒貨,,06/07 13:01
3309,PUSH,gbman,日線大概會有2個月修正乖離!大概9月又一大波CC,,06/07 13:01
3310,PUSH,agingood,大亞全部出掉，爽啊,,06/07 13:01
3311,PUSH,noname78531,ㄜ 誰沒賺錢 舉個手,,06/07 13:01
3312,ARROW,photoless,三千億喊出貨 笑屎,,06/07 13:01
3313,PUSH,wald5566,技嘉廣達噴爛 緯創下去囉,,06/07 13:01
3314,PUSH,fg008kimo,遠銀真的偷來欸,,06/07 13:01
3315,ARROW,cool189,謝謝P大,,06/07 13:01
3316,PUSH,free770327,好樂迪要不要也燈一下,,06/07 13:01
3317,PUSH,huang4868,要收最高了,,06/07 13:01
3318,BOO,call5566me,三陽又甩郭了,,06/07 13:01
3319,ARROW,fdkevin,重電484沒人要了...,,06/07 13:01
3320,ARROW,ethan0419,今天為了壓鬼指進了一堆多單 這盤差不多了吧?,,06/07 13:02
3321,ARROW,goodjop,先說 gg上週下跌缺口補掉了,,06/07 13:02
3322,ARROW,YU1225,遠東銀就位階低啊 都會補漲,,06/07 13:02
3323,PUSH,addy7533967,這盤漲到手上的興櫃都開始動惹@v@,,06/07 13:02
3324,PUSH,CGDGAD,台絆為何這麼廢？不虧是資金絆腳石,,06/07 13:02
3325,ARROW,YU1225,別傻傻賣掉金融 下半年肉還有,,06/07 13:02
3326,ARROW,speady,三陽別衝動，等等殺尾喔,,06/07 13:02
3327,PUSH,ledmstony,三陽又來了==,,06/07 13:02
3328,PUSH,DDDDRR,誰又尾盤拉三陽,,06/07 13:02
3329,PUSH,danhunter,誰沒上車,,06/07 13:02
3330,PUSH,accock,大亞週一沒跟到可惡！,,06/07 13:02
3331,ARROW,gbman,明年選舉行情提早發動CC,,06/07 13:02
3332,PUSH,blargelp,不知不覺又要挑戰萬七了,,06/07 13:02
3333,PUSH,cenalolz,賺爛了,,06/07 13:03
3334,ARROW,photoless,年底過萬九 選前上兩萬,,06/07 13:03
3335,PUSH,mamorui,昨天百分百點名一批金融股 換手意圖濃厚,,06/07 13:03
3336,ARROW,opcomtt,除了小丑空蛙以外，今天還有人輸錢嗎？沒有吧？,,06/07 13:03
3337,ARROW,call5566me,難道今天要直接拉到萬7  太不講伍德了吧,,06/07 13:03
3338,PUSH,followwar,70扔緯創。希望可以60撿XD,,06/07 13:03
3339,PUSH,forbefor,噴爛 好扯,,06/07 13:03
3340,PUSH,asdg62558,要上萬八了 趕快上車,,06/07 13:03
3341,ARROW,manamerj,一根穿雲箭,,06/07 13:03
3342,PUSH,zo4j4,緯創...,,06/07 13:03
3343,PUSH,m791017,16900輕鬆過,,06/07 13:03
3344,PUSH,hil851020,西瓜上去了,,06/07 13:03
3345,ARROW,mamorui,散戶奔騰來相見,,06/07 13:03
3346,BOO,zaqqaz,VVVVVVVVVVVVVVVVVVVVVVVV,,06/07 13:04
3347,PUSH,YU1225,這盤強者恆強。不要買錯股 好好選！,,06/07 13:04
3348,PUSH,tzjjkonuj,股市這兩季，7成股民獲利賣車衝出力道，車用啟動,,06/07 13:04
3349,PUSH,richardc277,遠東銀每天0.05 累計起來也是蠻多的,,06/07 13:04
3350,ARROW,mongduo,有人整天講廢話,,06/07 13:04
3351,ARROW,tzjjkonuj,股市這兩季，7成股民獲利買車衝出力道，車用啟動,,06/07 13:04
3352,ARROW,mamorui,年初有說大樹金回不去38 至少兩年喔 金融股命運清,,06/07 13:05
3353,PUSH,joygo,西瓜我目前-18%XD,,06/07 13:05
3354,ARROW,brain9453,腳踏車甩轎完了喔,,06/07 13:05
3355,ARROW,richardc277,臺企銀今天也偷動。,,06/07 13:05
3356,ARROW,mamorui,晰可見,,06/07 13:05
3357,ARROW,leon7pupu,空蛙快加倉空,,06/07 13:05
3358,PUSH,kai2573,緯創越拉越低 融資加油好嗎,,06/07 13:05
3359,ARROW,ptrpan,要跌嘍~,,06/07 13:05
3360,PUSH,f204137,股版5000人 成交量沒3000億 空手傻眼觀望啊,,06/07 13:05
3361,ARROW,tzjjkonuj,股市這兩季，7成股民獲利買車買房，未來房市有變數,,06/07 13:05
3362,PUSH,hsuchihjung,龍哥今天怎麼上節目...,,06/07 13:05
3363,PUSH,gbman,目前日線W底初步滿足!6月結算前拉上萬7就差不多了CC,,06/07 13:05
3364,PUSH,jubihu,兄弟們 99緯創 邁達特,,06/07 13:06
3365,PUSH,topfree,西瓜我目前+9.68% 跟FJ買的0.0,,06/07 13:06
3366,PUSH,YU1225,手有科技金融 萬8見 ..繼續噴,,06/07 13:06
3367,PUSH,aaaapig,還沒暑假啊，鳳凰還有肉吧,,06/07 13:06
3368,PUSH,s56565566123,上班族賣壓 vs 上班族買盤,,06/07 13:06
3369,BOO,YesNoter,航空被吹死了,,06/07 13:06
3370,PUSH,ajkofqq,雜空小丑去找股海贏家藍天哥拜師吧 :),,06/07 13:06
3371,PUSH,pypy93264,筆電行被出貨？,,06/07 13:06
3372,PUSH,osaka3131,雲品強拉,,06/07 13:06
3373,PUSH,fortified,腳踏車可以站穩200了嗎？,,06/07 13:06
3374,ARROW,joygo,感覺想出一出弱勢股，等回檔來強勢股，主要是營收,,06/07 13:06
3375,PUSH,aabbabcd,沖個三陽大亞 剛好雞塊升級成6塊,,06/07 13:06
3376,PUSH,gtaped05550,西瓜誰還沒上車的？,,06/07 13:06
3377,ARROW,joygo,可以玩到七月，因為財報出來會發現ai都沒貢獻多少,,06/07 13:06
3378,ARROW,joygo,獲利吧,,06/07 13:07
3379,BOO,xperiaxa,聽說丁超空手,,06/07 13:07
3380,ARROW,YU1225,腳踏車不知不覺要200了…,,06/07 13:07
3381,ARROW,Kobe5210,龍哥可以整集講緯創,,06/07 13:07
3382,PUSH,ryusenming,持股市值終於來到八位數...,,06/07 13:07
3383,BOO,tzjjkonuj,上週 群組就有人緯創獲利了結30多張，訂了進口車,,06/07 13:07
3384,ARROW,ryusenming,小感動xd,,06/07 13:07
3385,ARROW,goodjop,Ai 營收部分 已經一堆報告了 等到七月久了,,06/07 13:07
3386,PUSH,hutten,比我想的還舒服嗷嗷嗷,,06/07 13:08
3387,PUSH,tigerzz3,連台達電都快5%,,06/07 13:08
3388,PUSH,Ripper,我的西瓜竟然有變飆股的一天…,,06/07 13:08
3389,PUSH,victorytim,萬7萬7萬7,,06/07 13:08
3390,PUSH,mamorui,這波請多賺點 後面難度大升級喔,,06/07 13:08
3391,PUSH,addy7533967,玩股票 是可以 那麼幸福 的嗎>w<,,06/07 13:08
3392,PUSH,kci151468,再請問筆電行是哪隻...,,06/07 13:08
3393,PUSH,O10lOl01O,雲品猛喔 快漲停,,06/07 13:08
3394,ARROW,mamorui,嗯 我不是一直有寫信心加持文嗎,,06/07 13:09
3395,ARROW,brain9453,東哥早上逃難完又崩了,,06/07 13:09
3396,ARROW,goodjop,達電 要創歷史新高了,,06/07 13:09
3397,ARROW,s8911124,+~w6 w7 輕鬆過,,06/07 13:09
3398,PUSH,czg,"不用擔心龍哥,緯創就夠龍哥秀一整集",,06/07 13:09
3399,ARROW,Gyin,多多每天睡飽數錢,,06/07 13:09
3400,ARROW,blue1204,來撿菸頭,,06/07 13:09
3401,BOO,a331330,A33大獲全勝！一直噴一直爽！感謝恐慌蛙,,06/07 13:09
3402,BOO,fbtm,為什麼要財報出來才能發現ai對獲利沒貢獻，難怪imb,,06/07 13:09
3403,PUSH,YU1225,千萬別錯過大行情 ！噴 ！噴！噴！,,06/07 13:09
3404,ARROW,fbtm,一堆人上當，是妳明知沒貢獻硬要上車，已經報答案0,,06/07 13:09
3405,ARROW,mamorui,週五等著看對帳單跟畢業文齊發,,06/07 13:09
3406,PUSH,tanchuchan,水手默默站在船上看岸邊燈火通明,,06/07 13:09
3407,PUSH,pypy93264,筆電行=茂訊,,06/07 13:10
3408,ARROW,fbtm,.06給你了,,06/07 13:10
3409,ARROW,DAEVA,懷念萬三的時候,,06/07 13:10
3410,PUSH,ntuooo,比手速,,06/07 13:10
3411,PUSH,speady,緯創要成立自救會了嗎,,06/07 13:10
3412,ARROW,ceruti,FJ 想請教9934你的看法 謝謝,,06/07 13:10
3413,ARROW,czg,a33來了啊,,06/07 13:10
3414,ARROW,ptrpan,開始尾盤出清了~,,06/07 13:10
3415,PUSH,bolovema,除了恐慌仔還有誰沒賺爛,,06/07 13:10
3416,BOO,zaqqaz,V V V V V V V V 大爆噴...噴爽爽~爽爽噴 ^^,,06/07 13:10
3417,PUSH,tzjjkonuj,金融股，預計重新衝一波保險漲價及買車買房貸款活,,06/07 13:10
3418,PUSH,guitarotaku,萬七！萬七！萬七！ 牛極蟹！牛極蟹！,,06/07 13:10
3419,BOO,jinso7410,股版今日累積兩篇專職文,,06/07 13:11
3420,PUSH,joygo,看閒聊只能羨慕，大家都手上都是5%起跳，我的持股,,06/07 13:11
3421,ARROW,tzjjkonuj,金融股預計重新衝一波保險漲價及買車買房貸款活水,,06/07 13:11
3422,ARROW,YU1225,去年拼命臭科技股的水手沒賺爛而已,,06/07 13:11
3423,PUSH,f204137,高力持續創高  小高力等待自結...,,06/07 13:11
3424,ARROW,omanorboyo,真的好扯= =,,06/07 13:11
