index,type,author,content,ip,time,sentiment,stock_target
2178,2878,PUSH,st06666,百點招待 明天萬七,,06/07 12:13,neutral,null
2179,2879,PUSH,eric02,大盤漲這樣 你的持股有沒有漲 有沒有?y,,06/07 12:13,neutral,Market
2180,2880,ARROW,ptrpan,問就是沒有?,,06/07 12:14,neutral,null
2181,2881,ARROW,gtoselina,今天直接萬七好嗎？,,06/07 12:14,neutral,null
2182,2882,BOO,xperiaxa,萬六萬七輕鬆過 嘉偉老蘇真的指數轉折有夠會抓,,06/07 12:14,positive,Market
2183,2883,PUSH,O10lOl01O,肉鬆今天那麼兇喔,,06/07 12:14,negative,
2184,2884,BOO,jinso7410,注意!股版專職文即將進場!!,,06/07 12:14,neutral,null
2185,2885,PUSH,scum5566,中興電躺好久了 為什麼動不起來,,06/07 12:14,neutral,中興電
2186,2886,ARROW,et030030,又是個數錢的時間,,06/07 12:14,neutral,null
2187,2887,PUSH,EvilJustice,明天萬七？等等就萬七了吧,,06/07 12:14,neutral,null
2188,2888,ARROW,iucj2457,差100點萬七,,06/07 12:14,negative,null
2189,2889,PUSH,pypy93264,萬七會不會變成新的嘆息之壁？,,06/07 12:14,neutral,null
2190,2890,PUSH,poisonB,等專職文再出場都來得及,,06/07 12:14,neutral,null
2191,2891,PUSH,HappyGoodDay,2376 222最後上車機會,,06/07 12:15,positive,2376
2192,2892,PUSH,corner3500,今天怪怪的,,06/07 12:15,neutral,null
2193,2893,PUSH,zxcv12300,等等就萬7了,,06/07 12:15,neutral,null
2194,2894,PUSH,natyshow,徐董 我聽你的話買亞泥 怎麼綠綠的,,06/07 12:15,negative,亞泥
2195,2895,BOO,zaqqaz,泥各位空手仔...現在便宜不買~難道要等卍8 ^^,,06/07 12:15,positive,null
2196,2896,PUSH,kducky,花了一年再次看到空你七蛙0.0,,06/07 12:15,negative,null
2197,2897,BOO,Crushredkiss,不信會繼續漲 進一半正二QQ,,06/07 12:15,positive,null
2198,2898,PUSH,ahg,廣達出完真舒服,,06/07 12:15,neutral,null
2199,2899,ARROW,stanleyplus,這種盤勢肯定要專職操盤的阿 財富自由很簡單吧,,06/07 12:15,neutral,null
2200,2900,ARROW,soome,FJ覺得4126營收開的好嗎,,06/07 12:15,positive,4126
2201,2901,PUSH,kausan,996147,,06/07 12:15,neutral,996147
2202,2902,BOO,photoless,輕舟已過萬重山 台灣人即將迎接史上最美的盛世,,06/07 12:15,positive,null
2203,2903,PUSH,qoo60218,聾鴿還沒投降，還有肉可吃啦,,06/07 12:15,positive,null
2204,2904,PUSH,Kobe5210,廣達跟緯創是不是同一套資金在流動,,06/07 12:15,neutral,null
2205,2905,PUSH,barry841120,大家可以考慮辭職專職交易了吧!,,06/07 12:15,negative,null
2206,2906,PUSH,fakelie,話說 榨出來ㄉ甘蔗汁能喝ㄇ 我4不敢,,06/07 12:15,neutral,null
2207,2907,ARROW,kausan,99象象,,06/07 12:16,neutral,null
2208,2908,PUSH,O10lOl01O,692 32了 清在31.7 5張差了1500= =,,06/07 12:16,neutral,null
2209,2909,PUSH,fdkevin,誰要榨甘蔗,,06/07 12:16,neutral,null
2210,2910,ARROW,photoless,指數一路創新高 喊倒貨 真好笑的酸酸,,06/07 12:17,negative,Market
2211,2911,BOO,xperiaxa,這波多頭從月MACD來看將會有12-15個月,,06/07 12:17,positive,Market
2212,2912,ARROW,ptrpan,控成這樣，應該可以睡覺等收盤了,,06/07 12:17,negative,null
2213,2913,ARROW,kausan,99西瓜,,06/07 12:17,neutral,null
2214,2914,PUSH,a70327cow,1312倒下來吧 18開頭收,,06/07 12:17,negative,1312
2215,2915,PUSH,f204137,太醫2億能接收的數字 其實也漲一段了 放著看戲罷了,,06/07 12:17,neutral,太醫
2216,2916,PUSH,WisdomOrLie,快點空南電  空爆abf,,06/07 12:17,negative,南電(abf)
2217,2917,BOO,jinso7410,多軍賺翻，有膽發專職文我看看,,06/07 12:17,positive,null
2218,2918,PUSH,gest7240,有沒有批發商缺工的 明天北車有part time,,06/07 12:18,neutral,null
2219,2919,PUSH,lweis,怎麼又賣噴 乾,,06/07 12:18,negative,
2220,2920,ARROW,photoless,智障人士喚不回 又噴出來了,,06/07 12:18,negative,null
2221,2921,BOO,xiaoyao,郭秦3% 比航運會漲,,06/07 12:18,positive,郭秦
2222,2922,PUSH,WeiRaymond,不用專職吧 這盤放著都亂噴,,06/07 12:18,negative,null
2223,2923,PUSH,O10lOl01O,我還是關掉股票好了 看了心會癢 今天收工了阿,,06/07 12:18,negative,null
2224,2924,ARROW,laechan,看不出來要噴了嗎 https://i.imgur.com/6klAdUY.jpg,,06/07 12:18,negative,null
2225,2925,PUSH,addy7533967,專業操盤人拜託多一點，恥骨靠你們了,,06/07 12:18,neutral,null
2226,2926,PUSH,ss410186,預感接著輪到漲金融,,06/07 12:18,positive,漲金融
2227,2927,PUSH,RenXian,台股現在484世界最強,,06/07 12:18,positive,Market
2228,2928,ARROW,skuutama1122,老蘇：大盤萬六萬七輕鬆過，里舞炭吉某？妹有馬,,06/07 12:18,neutral,Market
2229,2929,PUSH,cateyes,追高的正2已經11%,,06/07 12:18,negative,null
2230,2930,PUSH,gdp10,33大將軍封神月 舒服啦,,06/07 12:18,neutral,null
2231,2931,BOO,xperiaxa,月MACD剛剛轉紅 沒有人敢在大多頭剛來空的吧,,06/07 12:19,positive,Market
2232,2932,ARROW,photoless,繼續酸啊 笑屎了,,06/07 12:19,negative,null
2233,2933,PUSH,ctes940008,大亞太鬼了,,06/07 12:19,negative,大亞太
2234,2934,PUSH,gtaped05550,金融上週已經開始漲了～ 早該佈局了==,,06/07 12:19,positive,Market
2235,2935,ARROW,baka1412,嘎到爛掉,,06/07 12:19,negative,null
2236,2936,PUSH,b23058179,光寶科一定破百,,06/07 12:19,positive,光寶科
2237,2937,PUSH,fbiciamib123,https://i.imgur.com/nsW3MZY.png,,06/07 12:20,neutral,null
2238,2938,PUSH,obi963,毅嘉會不會吃掉2個跳空，讓我們繼續看下去,,06/07 12:20,neutral,毅嘉
2239,2939,ARROW,kausan,金融都不知道漲去那邊了 剩下西瓜加減用,,06/07 12:20,neutral,null
2240,2940,ARROW,blue1204,藍燈萬七，那紅燈不就兩萬了,,06/07 12:20,neutral,null
2241,2941,PUSH,xboxandone,光寶,,06/07 12:20,neutral,光寶
2242,2942,PUSH,gest7240,萬四海嘯蛙 要不要出來認錯,,06/07 12:20,neutral,null
2243,2943,ARROW,photoless,隨便買隨便賺,,06/07 12:20,negative,null
2244,2944,PUSH,jceefailurer,勝利方程式是跟聾哥對坐嗎,,06/07 12:20,neutral,null
2245,2945,ARROW,gtaped05550,協尋剛剛16833空的空空 我想問回補了嗎？,,06/07 12:20,neutral,16833
2246,2946,PUSH,littenVenus,16900！,,06/07 12:20,neutral,null
2247,2947,PUSH,linx210145,https://i.imgur.com/fK8cx9s.jpg,,06/07 12:20,neutral,null
2248,2948,PUSH,smbtomas,這次萬七放空可以自豪了,,06/07 12:20,negative,null
2249,2949,PUSH,BIGBIGFISH,元大跟兆豐越來越舒服,,06/07 12:20,positive,元大、兆豐
2250,2950,PUSH,otsuka123,龍哥集中火力已經贏了 動指數動不了他,,06/07 12:20,positive,動指數
2251,2951,PUSH,apolloapollo,太噴了吧,,06/07 12:20,negative,null
2252,2952,ARROW,soome,了解，謝謝FJ回覆,,06/07 12:20,neutral,null
2253,2953,PUSH,pypy93264,16833也才70點 幹嘛回補...,,06/07 12:20,negative,16833
2254,2954,PUSH,jerry921,謝謝空蛙 我今天得緊急訂餐廳了,,06/07 12:20,neutral,null
2255,2955,PUSH,haski,6223 我也有，終於漲了！,,06/07 12:21,positive,6223
2256,2956,PUSH,max5209,嘎數人囉XD,,06/07 12:21,neutral,null
2257,2957,PUSH,wald5566,廣達噴 緯創崩 笑死,,06/07 12:21,negative,null
2258,2958,PUSH,alex5566,這種盤射飛標都會賺錢 竟然想當空空跟錢過不去? =.=,,06/07 12:21,negative,null
2259,2959,PUSH,haunt11,哇卍妻不是夢,,06/07 12:21,neutral,null
2260,2960,PUSH,neoa01,萬七放空要驕傲幾輩子,,06/07 12:21,negative,null
2261,2961,ARROW,jerry921,今天小吃個夏慕尼就好 謝謝空蛙賞飯,,06/07 12:21,neutral,null
2262,2962,ARROW,BIGBIGFISH,五月花這一整排的上影線 整整齊齊的,,06/07 12:21,negative,五月花
2263,2963,ARROW,piece1,只看到沖仔很嗨....,,06/07 12:21,neutral,null
2264,2964,PUSH,yumin88889,憨空都不見了真無聊,,06/07 12:22,negative,null
2265,2965,ARROW,kausan,空你七蛙,,06/07 12:22,neutral,null
2266,2966,PUSH,patri0052,聾哥沒有輸 聾哥沒有放空大盤台積電 沒被嘎,,06/07 12:22,positive,Market
2267,2967,PUSH,addy7533967,啾啾 2488>w<,,06/07 12:22,neutral,2488
2268,2968,PUSH,sosiealex,https://i.imgur.com/p7R7EJm.jpg,,06/07 12:22,neutral,null
2269,2969,PUSH,tanchuchan,我的選股還不如射飛鏢QQ,,06/07 12:22,negative,null
2270,2970,PUSH,smbtomas,五窮六絕七上吊加上重演2008年XD,,06/07 12:22,negative,Market
2271,2971,PUSH,cityfish,藍燈持股+20-30%了到底要賣掉還是繼續放到紅燈XD,,06/07 12:22,neutral,藍燈持股
2272,2972,ARROW,patri0052,空發哥字卡也只是示意 都沒空 做空大獲全勝,,06/07 12:22,negative,null
2273,2973,PUSH,huabandd,華孚怎麼回事？大盤越漲他越倒賣XD,,06/07 12:22,negative,華孚股份
2274,2974,ARROW,BIGBIGFISH,提早轉進電信避風港等大家了,,06/07 12:22,positive,Market
2275,2975,ARROW,WEYNI,都正價差了 不要太瘋….,,06/07 12:22,negative,null
2276,2976,PUSH,EvilJustice,FOMO進場了嗎，瘋狗進場了嗎，動能交易進場了嗎,,06/07 12:23,neutral,null
2277,2977,BOO,ck326,拉G掩護出貨，老招了,,06/07 12:23,negative,null
2278,2978,PUSH,elite31307,廣達接棒緯創 穩創你自盡吧,,06/07 12:23,neutral,廣達
2279,2979,PUSH,ting31823,洋基好噴，樓下快點背打線,,06/07 12:23,positive,洋基
2280,2980,PUSH,pypy93264,阿弟好貪婪 2488紅的還要救,,06/07 12:23,negative,2488
2281,2981,PUSH,lovejamwu,我的漲了~~~~,,06/07 12:23,positive,null
2282,2982,PUSH,qwerty110,散戶就不要當大戶在那邊摸頭空 等趨勢出來當空空看,,06/07 12:23,negative,Market
2283,2983,ARROW,smbtomas,fj99小護士還在死魚XD,,06/07 12:23,neutral,null
2284,2984,PUSH,luche,請問一下bing的中文公司名稱是？,,06/07 12:23,neutral,null
2285,2985,ARROW,qwerty110,錯至少虧比較少,,06/07 12:23,negative,null
2286,2986,ARROW,hebeisme5566,https://i.imgur.com/NhKwDS9.jpg,,06/07 12:23,neutral,null
2287,2987,ARROW,barry841120,收到  ptt法人進攻2488,,06/07 12:24,negative,2488
2288,2988,BOO,photoless,這叫出貨?????????,,06/07 12:24,negative,null
2289,2989,ARROW,hebeisme5566,bing  必應,,06/07 12:24,neutral,null
2290,2990,BOO,xiaoyao,光折Line 5/16後停更。是被嘎爆了嗎？,,06/07 12:24,neutral,null
2291,2991,ARROW,addy7533967,差一點就突破前高，喊看看有沒有神秘法人能幫,,06/07 12:24,neutral,null
2292,2992,PUSH,calqlus,金融給我買就好了你們去一邊玩電子飆股好嗎,,06/07 12:24,negative,null
2293,2993,ARROW,photoless,沒量是出什麼貨,,06/07 12:24,neutral,null
2294,2994,ARROW,luche,感謝樓上大大的回覆,,06/07 12:24,positive,null
2295,2995,PUSH,apolloapollo,今天空勝利很高,,06/07 12:24,negative,null
2296,2996,ARROW,hebeisme5566,我開玩笑的,,06/07 12:25,neutral,null
2297,2997,PUSH,bear31223,緯創要開始殺融資拉 8萬張的融資,,06/07 12:25,negative,緯創
2298,2998,PUSH,tigerzz3,肉鬆挖到石油,,06/07 12:25,neutral,null
2299,2999,BOO,stanleyplus,勝率高就歐印空了阿,,06/07 12:25,negative,歐印空
2300,3000,PUSH,informatics,天氣好熱 散熱股準備好了沒,,06/07 12:25,neutral,null
2301,3001,ARROW,vincentman,廣達拉回再上，緯創會怎樣，答案已呼之欲出，軋龍,,06/07 12:25,neutral,null
2302,3002,PUSH,michael025,請問吳淡如是哪檔@@？,,06/07 12:26,neutral,null
2303,3003,PUSH,tanchuchan,我大長榮不動如山 安穩避風港,,06/07 12:26,positive,長榮海運 (2603)
2304,3004,BOO,zaqqaz,鴨不住...沒時間解釋~卍8列車發車辣 ^^,,06/07 12:26,neutral,null
2305,3005,ARROW,addy7533967,這罐肉鬆是不是有參一些金箔下去,,06/07 12:26,neutral,null
2306,3006,ARROW,asjh612,要萬七了 散戶要受不了了 還以為現在景氣是紅燈,,06/07 12:26,negative,Market
2307,3007,PUSH,ibetitisnot,可以空了嗎,,06/07 12:26,neutral,null
2308,3008,BOO,fakelie,進攻2488！,,06/07 12:26,positive,2488
2309,3009,ARROW,tanchuchan,雙鴻昨天賣今天就噴…可惡,,06/07 12:26,negative,雙鴻
2310,3010,PUSH,barry841120,吳淡如=軒郁,,06/07 12:26,neutral,null
2311,3011,PUSH,f204137,小護士 月自結若有0.4水準 那現在價位其實是不錯的,,06/07 12:26,positive,null
2312,3012,PUSH,fujioqq,有些股在倒垃圾了,,06/07 12:26,negative,null
2313,3013,PUSH,littenVenus,https://i.imgur.com/9zV7SHp.jpg,,06/07 12:26,neutral,null
2314,3014,PUSH,winxp999,英業達噴不噴啦，垃圾東西,,06/07 12:26,negative,英業達
2315,3015,ARROW,drwho,小護士是什麼?,,06/07 12:27,neutral,null
2316,3016,PUSH,max220,小護士是那一隻?,,06/07 12:27,neutral,null
2317,3017,BOO,stanleyplus,2萬再來空,,06/07 12:27,negative,null
2318,3018,ARROW,BlueBird5566,買英業達不如買英偉達,,06/07 12:27,neutral,英業達/英偉達
2319,3019,PUSH,icexfox,謝謝B大,,06/07 12:27,positive,null
2320,3020,PUSH,pypy93264,小護士=東洋,,06/07 12:27,neutral,東洋
2321,3021,PUSH,keymanhui,緯創 is over,,06/07 12:27,negative,緯創
2322,3022,PUSH,michael025,謝B大,,06/07 12:27,neutral,null
2323,3023,PUSH,baseken,99英業達,,06/07 12:28,neutral,99英業達
2324,3024,PUSH,panda816,藍燈萬七 那黃燈不就萬九？,,06/07 12:28,neutral,null
2325,3025,PUSH,mioco,今天股市全面開噴，沒噴的是不是沒救了,,06/07 12:28,positive,Market
2326,3026,PUSH,loveponpon,創意跟不上,,06/07 12:28,negative,null
2327,3027,PUSH,Detonate,就是不漲貨櫃 水手QQ,,06/07 12:28,negative,null
2328,3028,PUSH,lk1824,燒垃圾默默高,,06/07 12:28,positive,null
2329,3029,PUSH,barry841120,示範一下藍燈萬八給大家看,,06/07 12:28,neutral,null
2330,3030,PUSH,skycfa0912,阿姨搖起來 搖到每個都繳械=.=,,06/07 12:28,neutral,null
2331,3031,PUSH,xiaoyao,小護士 小正文 小吳淡如 小小兵,,06/07 12:28,neutral,null
2332,3032,BOO,sunbox,就康和證最爛,,06/07 12:29,negative,康和證
2333,3033,ARROW,vincentman,哥龍哥的廣達技嘉被慘軋,,06/07 12:29,negative,廣達技嘉
2334,3034,ARROW,skycfa0912,殭屍鴿 松阪大 家族本日團結嗎=.=,,06/07 12:29,neutral,null
2335,3035,BOO,fakelie,ptt法人！進攻2488！,,06/07 12:29,positive,2488
2336,3036,PUSH,in771028zzz,下次紅燈台股大概20000沒問題,,06/07 12:29,positive,Market
2337,3037,PUSH,learnbao,藍燈萬八 紅燈2萬,,06/07 12:29,neutral,null
2338,3038,BOO,ck326,拉G掩護出貨，老招了,,06/07 12:29,negative,null
2339,3039,PUSH,a70327cow,2308要過了,,06/07 12:29,positive,2308
2340,3040,PUSH,addy7533967,阿姨的好，大家都知道,,06/07 12:29,neutral,null
2341,3041,PUSH,pypy93264,燒垃圾都不下來給加碼 58買一張就不回頭,,06/07 12:29,positive,58
2342,3042,ARROW,fakelie,love你屌虐龍哥辣！狠狠甩他巴掌！,,06/07 12:29,neutral,null
2343,3043,PUSH,corner3500,出貨啦！快桃鴨～,,06/07 12:30,neutral,null
2344,3044,PUSH,empirica,還有傻空AA叫嗎,,06/07 12:30,negative,AA
2345,3045,PUSH,ku51655165,墜機,,06/07 12:30,negative,null
2346,3046,PUSH,cityfish,燒垃圾不給加碼一直偷偷爬,,06/07 12:30,negative,null
2347,3047,PUSH,chachabo,股市好熱，快逃,,06/07 12:30,negative,Market
2348,3048,BOO,zaqqaz,泥各位水鬼們看好惹~台台靠電子回卍8辣 ^^,,06/07 12:30,positive,Market
2349,3049,ARROW,pqpqpqpq,https://i.imgur.com/Lrph3kG.jpg,,06/07 12:30,neutral,null
2350,3050,PUSH,h75221,我猜今天會一堆加空,,06/07 12:30,neutral,null
2351,3051,PUSH,flyroy,又要軋尾了,,06/07 12:30,negative,null
2352,3052,PUSH,czg,提醒一下，下午3點勿開喇叭,,06/07 12:30,neutral,null
2353,3053,ARROW,pqpqpqpq,見光死 屢試不爽,,06/07 12:30,negative,null
2354,3054,BOO,quann,都陶到沒貨了,,06/07 12:31,negative,null
2355,3055,ARROW,pypy93264,億光也是 42噴到現在,,06/07 12:31,neutral,億光
2356,3056,ARROW,cityfish,燒垃圾那一根！,,06/07 12:31,neutral,null
2357,3057,PUSH,gift1314520,緯創融資慘了,,06/07 12:31,negative,緯創
2358,3058,PUSH,forever19735,99 8011,,06/07 12:31,neutral,null
2359,3059,PUSH,st06666,燒垃圾默默漲，有人偷看答案嗎,,06/07 12:31,neutral,null
2360,3060,ARROW,pqpqpqpq,股版菜雞真的不要小賺就急著po標的文,,06/07 12:31,negative,null
2361,3061,ARROW,chachabo,進場當韮菜....,,06/07 12:31,negative,null
2362,3062,PUSH,bearss,這盤只剩緯創有肉可以空吧  XDD,,06/07 12:31,negative,緯創
2363,3063,ARROW,pqpqpqpq,會害到人的,,06/07 12:31,negative,null
2364,3064,PUSH,yumin88889,奇怪只要一漲憨空全消失，大跌時我們傻多照樣出來,,06/07 12:32,negative,null
2365,3065,PUSH,bear31223,台股拉的太假了 分明是逃命波,,06/07 12:32,negative,Market
2366,3066,PUSH,jcto04,2211被進攻了,,06/07 12:32,negative,2211
2367,3067,PUSH,addy7533967,空你七蛙準備重出江湖-.-,,06/07 12:32,neutral,null
2368,3068,PUSH,icehorng,極牛蟹,,06/07 12:32,neutral,null
2369,3069,PUSH,zhixuan1106,2211買太少了QQ,,06/07 12:32,negative,2211
2370,3070,ARROW,fg008kimo,燒垃圾怎麼偷V  我還沒撿夠勒,,06/07 12:32,neutral,null
2371,3071,PUSH,a052612565,今天漲停的真多,,06/07 12:32,positive,Market
2372,3072,PUSH,lk1824,燒垃圾誰偷買啊 漲好多,,06/07 12:32,negative,null
2373,3073,PUSH,jubihu,盤後有大奶可以看了,,06/07 12:32,neutral,null
2374,3074,PUSH,pypy93264,超級amd賺爛,,06/07 12:33,positive,AMD
2375,3075,BOO,YesNoter,航空跑完了 3根綠囉,,06/07 12:33,positive,null
2376,3076,PUSH,DAPHNEWAN,燒垃圾之前綠有撿零股，開心~,,06/07 12:33,positive,null
2377,3077,PUSH,b23058179,燒垃圾讚啦,,06/07 12:33,positive,null
2378,3078,BOO,surferblue,鳳凰跟肉鬆也可以空牙 很好空,,06/07 12:33,negative,null
2379,3079,ARROW,addy7533967,空八蛙哪時候要收假返營,,06/07 12:33,neutral,null
2380,3080,PUSH,loopdiuretic,燒垃圾 戴眼鏡,,06/07 12:33,neutral,null
2381,3081,BOO,xiaoyao,早盤很大聲的 飛機仔 都消失了,,06/07 12:33,neutral,null
2382,3082,ARROW,bear31223,緯創的8萬張融資繼續融資拉上去才能自救了,,06/07 12:33,negative,緯創
2383,3083,PUSH,czg,因為我們傻多只要不賣不算虧，空軍不是,,06/07 12:34,neutral,null
2384,3084,PUSH,arcticocean,長榮大戶佈局，繼續等,,06/07 12:34,positive,長榮航空 (2603)
2385,3085,PUSH,misthide,有人一直執著於藍燈耶 股市本來就會提早反應,,06/07 12:34,neutral,null
2386,3086,PUSH,fg008kimo,小護士又是哪間 聽起色色DER,,06/07 12:34,neutral,null
2387,3087,PUSH,roe7600123,閒聊急了呀,,06/07 12:34,neutral,null
2388,3088,PUSH,masalovelove,燒垃圾那天綠k沒撿到QQ,,06/07 12:34,neutral,null
2389,3089,PUSH,Imgoodjob,燒垃圾燒起來,,06/07 12:34,neutral,null
2390,3090,ARROW,warren1024,小小兵是什麼,,06/07 12:34,neutral,null
2391,3091,PUSH,f204137,長榮鋼今天法說啊... 有人在造勢,,06/07 12:34,neutral,長榮鋼
2392,3092,PUSH,windblood,起乩慢慢回90了,,06/07 12:34,positive,null
2393,3093,PUSH,game36919,日經繼續空,,06/07 12:34,negative,日經
2394,3094,PUSH,nwt,開發乙特持續破底,,06/07 12:34,negative,開發乙特
2395,3095,PUSH,frankie30432,2211就真 長榮股利概念股,,06/07 12:35,positive,長榮航空(2211)
2396,3096,BOO,fakelie,rz今天貼個超級大奶ㄅ,,06/07 12:35,neutral,null
2397,3097,PUSH,cityfish,燒垃圾還沒撿滿一張就上去了,,06/07 12:35,negative,null
2398,3098,PUSH,gift1314520,8萬張讓我們繼續看會不會…,,06/07 12:35,neutral,null
2399,3099,PUSH,bearss,燒垃圾是因為等一下法說的內容提早曝光了嗎,,06/07 12:35,neutral,null
2400,3100,PUSH,akiras,燒垃圾..那一根下去還有加碼到..讚讚,,06/07 12:35,positive,null
2401,3101,ARROW,a79111010,後面開始拉G盤了嗎,,06/07 12:35,neutral,null
2402,3102,PUSH,fujioqq,爽惹 緯創期或下來了,,06/07 12:35,negative,緯創期
2403,3103,BOO,call5566me,賣達特好爛喔,,06/07 12:35,negative,null
2404,3104,PUSH,androider,我還在板上看到有人說為什麼不等降息再買股票,,06/07 12:35,neutral,null
2405,3105,PUSH,EvilJustice,金管會怎麼沒出來喊 「注意基本面股市過熱」,,06/07 12:35,negative,Market
2406,3106,ARROW,frankie30432,漲很慢 我才賺10%快睡著,,06/07 12:35,negative,
2407,3107,PUSH,addy7533967,佩豬大的反1好像有機會跟開挖乙特無痛交換(?,,06/07 12:36,neutral,null
2408,3108,ARROW,omanorboyo,哇靠 漲到空軍哭出來,,06/07 12:36,negative,null
2409,3109,ARROW,DAEVA,我要看到血流成河,,06/07 12:36,negative,Market
2410,3110,PUSH,nicexd,好扯，高力要去哪qq,,06/07 12:36,neutral,null
2411,3111,PUSH,gtaped05550,飛機沒有每天過年的 該下來還是得下來盤,,06/07 12:36,neutral,null
2412,3112,PUSH,loveponpon,今天又要多一群財富自由的人了,,06/07 12:36,positive,null
2413,3113,PUSH,warren1024,眼鏡90！,,06/07 12:36,neutral,null
2414,3114,ARROW,blue1204,資服最近都很爛R,,06/07 12:36,negative,null
2415,3115,PUSH,pypy93264,1609怎麼不上去了 掛漲停出欸,,06/07 12:37,negative,1609
2416,3116,PUSH,DDDDRR,雄獅怎麼這樣==,,06/07 12:37,negative,雄獅
2417,3117,PUSH,fakelie,love你屌虐龍哥ㄌ 龍哥耳光啪啪響,,06/07 12:37,neutral,null
2418,3118,ARROW,call5566me,推文好好笑  每次漲上去都有人說沒買夠,,06/07 12:37,positive,null
2419,3119,PUSH,springman,這禮拜前兩天績效領先很多，今天幾乎被逆轉。,,06/07 12:37,negative,null
2420,3120,PUSH,ajkofqq,GG收570以下算我空手蛙大獲全勝好嗎,,06/07 12:37,negative,GG (股票代號)
2421,3121,PUSH,j6569642,光寶科太扯,,06/07 12:37,negative,光寶科
2422,3122,PUSH,addy7533967,不知為啥乙特還能崩就是惹，沒股利應該早就要反,,06/07 12:37,negative,null
2423,3123,ARROW,addy7533967,應了吧,,06/07 12:37,neutral,null
2424,3124,PUSH,mingloveshan,空軍不是很邱再邱啊,,06/07 12:37,neutral,null
2425,3125,PUSH,loopdiuretic,十年線快遞怎麼突然動了,,06/07 12:37,neutral,null
2426,3126,ARROW,blue1204,要回檔了嗎,,06/07 12:38,negative,null
2427,3127,PUSH,ASDF41514,眼鏡行中午小出一張去睡覺 睡醒怎麼大充血...,,06/07 12:38,neutral,null
2428,3128,ARROW,call5566me,關關就雄獅最費,,06/07 12:38,neutral,null
2429,3129,PUSH,f204137,眼鏡行一直噴... 眼科的夢 畫大一點啊,,06/07 12:38,neutral,null
2430,3130,PUSH,Buddy,緯創若收在這 明天10日線大概就68.6 一堆人覺得有撐,,06/07 12:38,positive,緯創
2431,3131,ARROW,warren1024,眼鏡要不要燈一下,,06/07 12:38,neutral,null
2432,3132,PUSH,bearss,燒垃圾放了兩年....除了股利就等這波了....,,06/07 12:39,positive,null
2433,3133,PUSH,baseken,99西瓜,,06/07 12:39,neutral,null
2434,3134,ARROW,f204137,高殖利率+美債回升+眼科大夢  = 估值持續上修...XD,,06/07 12:39,positive,
2435,3135,ARROW,WEYNI,阿兵 下來讓我明天玩一下…QQ,,06/07 12:39,neutral,null
2436,3136,ARROW,Kobe5210,6112不是某個專講精品股的投顧有在推，要注意時間,,06/07 12:39,neutral,6112
2437,3137,ARROW,baseken,Amd 3033可以噴嗎,,06/07 12:39,neutral,AMD 3033
2438,3138,ARROW,jc761128,眼鏡行= = 營收這麼延遲反映喔XDDD,,06/07 12:39,negative,眼鏡行
2439,3139,ARROW,Kobe5210,差了,,06/07 12:39,negative,null
2440,3140,PUSH,bigbag222,面板又在原地抽插 唉,,06/07 12:39,negative,null
2441,3141,ARROW,laechan,聽說丁丁昨天尾盤買進先進光,,06/07 12:39,positive,先進光
2442,3142,ARROW,blue1204,尾盤再來撿菸頭,,06/07 12:39,neutral,null
2443,3143,PUSH,empirica,00757創歷史新高價！尖牙繼續上阿！,,06/07 12:39,positive,00757
2444,3144,PUSH,clamperni,又在賣我的股票,,06/07 12:39,negative,null
2445,3145,PUSH,akiras,機車..眼鏡沒跟到..按..等不到回測...,,06/07 12:40,negative,
2446,3146,PUSH,arcticocean,當電子航空股開跌時，資金會跑去哪了，還有什麼沒漲,,06/07 12:40,neutral,電子航空股
2447,3147,PUSH,a052612565,1245再噴一次惹嗎,,06/07 12:40,positive,1245
2448,3148,PUSH,learnbao,機場一堆人 是牛極蟹團嗎,,06/07 12:40,neutral,null
2449,3149,ARROW,jc761128,眼鏡資金調度 賣飛啦 目送 FJ還是有料!,,06/07 12:40,positive,FJ
2450,3150,PUSH,hong92,2743，拼漲停？,,06/07 12:40,positive,2743
2451,3151,BOO,homoho,6695芯鼎。我這幾天有一再強調。,,06/07 12:40,positive,6695芯鼎
2452,3152,ARROW,iucj2457,單月營收創同期新高及累計營收再創歷史新高,,06/07 12:41,positive,null
2453,3153,PUSH,loveponpon,但我正二賣光光少賺很多很多錢錢,,06/07 12:41,negative,null
2454,3154,PUSH,forever19735,觀光是不是這波漲最兇的,,06/07 12:41,neutral,null
2455,3155,ARROW,arcticocean,是貨櫃!貨櫃盤了一個多月了，咕嚕咕嚕,,06/07 12:41,negative,貨櫃
2456,3156,PUSH,beatles12,6532最近反應營收 有沒機會爆量往上看看?,,06/07 12:41,positive,6532
2457,3157,PUSH,wow777,謝謝fj回覆,,06/07 12:41,neutral,null
2458,3158,ARROW,sdhpipt,我的新光金乙特賠慘了,,06/07 12:41,negative,新光金
2459,3159,PUSH,jakewu1217,緯創買在76的自己舉手,,06/07 12:41,neutral,緯創
2460,3160,PUSH,a633599,長榮鋼 明天會更噴......,,06/07 12:41,positive,長榮鋼
2461,3161,ARROW,O10lOl01O,肉鬆定竿125了 開局沖賣空軍要被嘎死了,,06/07 12:41,negative,null
2462,3162,ARROW,allgood123,我刪APP,,06/07 12:41,negative,null
2463,3163,PUSH,bleach06bb,99 JPP,,06/07 12:42,neutral,JPP
2464,3164,BOO,YesNoter,6695也偷看答案？,,06/07 12:42,neutral,6695
